School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Network,Is_GoCPS_Participant,Is_GoCPS_PreK,Is_GoCPS_Elementary,Is_GoCPS_High_School,Open_For_Enrollment_Date,Closed_For_Enrollment_Date,School_Latitude,School_Longitude,Location,multiSensory,SignificantlyModifiedMOD,transition
400115,9032,66433,CATALYST - MARIA,Catalyst - Maria Charter School,ES,TRUE,TRUE,TRUE,FALSE,"<span style=""font-size: 14px; font-family: montserrat; white-space: normal; word-spacing: 0px; text-transform: none; float: none; font-weight: normal; color: #383838; font-style: normal; display: inline !important; letter-spacing: normal; background-color: #ffffff; text-indent: 0px; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px;"">Catalyst Maria Charter School is a dynamic, vibrant school community serving Kindergarten-12th Grade in Chicago's Chicago Lawn neighborhood.&nbsp; Catalyst Maria is guided by a mission of providing college-preparatory and values-based education that allows scholars to thrive in their academic and social-emotional growth.</span>",Director,Dawn Donati Martin,High School Principal,Dawn Sandoval,6727 S CALIFORNIA AVE,Chicago,Illinois,60629,7739931770,7739931771,https://www.cps.edu/schools/schoolprofiles/400115,https://catalystschools.org/maria,https://www.facebook.com/thecatalystschools,https://twitter.com/catalystschools/,,,FALSE,"K,1,2,3,4,5,6,7,8,9,10,11,12",K-12,544,477,70,133,271,254,8,0,2,0,0,5,0,4,There are 544 students enrolled at CATALYST - MARIA.  87.7% are Low Income Students.  12.9% are Diverse Learners.  24.4% are Limited English Learners.,The largest demographic at CATALYST - MARIA is Black.  This demographic makes up 49.8% of the student population.  The second greatest demographic is Hispanic at 46.7%.,TRUE,,Full Day,7:45 AM - 3:40 PM,Mon - Thurs 7:45 am - 3:40 pm; Fri 7:45 am - 12:55 pm,,7:00 AM,Spanish,TRUE,FALSE,TRUE,,,,,,"52A, 67, 94",,,,,52.1,61.9,84.2,83.8,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Elementary School Assistant Principal,Jill Smith,Director of School Operations and Compliance,Roxanne Salas,Director of Recruiting,Naurice Olivera,Director of Post-Secondary Success,Sasha Fawaz,Director of Culture K-12,Randall Moore,Charter,TRUE,FALSE,FALSE,TRUE,7/1/2012,,41.770992,-87.693075,POINT (-87.693075 41.770992),0,0,0
400116,9033,66591,MONTESSORI ENGLEWOOD,The Montessori School of Englewood Charter,ES,FALSE,TRUE,TRUE,TRUE,"The Montessori School of Englewood (MSE) is a Chicago Public Charter Elementary School located in the West Englewood Community at 6936 South Hermitage Ave.&nbsp;The Montessori School of Englewood is an open enrollment, free public charter school for students living within the Chicago city limits.&nbsp;MSE serves students from Pre-K-8th grade.&nbsp;",Director,Rita Nolan,Executive Director,Rita Nolan,6936 S HERMITAGE AVE,Chicago,Illinois,60636,7735359255,7735359590,https://www.cps.edu/schools/schoolprofiles/400116,https://www.tmsoe.org,http://www.facebook.com/tmsoe,,,,FALSE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",342,270,57,29,269,70,3,0,0,0,0,0,0,0,There are 342 students enrolled at MONTESSORI ENGLEWOOD.  78.9% are Low Income Students.  16.7% are Diverse Learners.  8.5% are Limited English Learners.,The largest demographic at MONTESSORI ENGLEWOOD is Black.  This demographic makes up 78.7% of the student population.  The second greatest demographic is Hispanic at 20.5%.,FALSE,Full Day,Full Day,8:00 AM-3:15,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Director of Operations,Maggie Mikuzis,Academic Director,Stephanie Toon,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2012,,41.774572,-87.676147,POINT (-87.676147 41.774572),0,0,0
400120,9600,66133,ACERO - CLEMENTE,Acero Charter Schools - Roberto Clemente,ES,FALSE,TRUE,TRUE,FALSE,"<p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">  Clemente creates a sense of heritage and community that is reflected as a center of public pride. Clemente scholars grow, learn and excel in their students while developing social and emotional skills that will last them a lifetime.&nbsp;</span></p>  <p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">Opened in 2012, Clemente serves approximately 490 students from kindergarten to eighth grade. Clemente prides itself on a rigorous curriculum, an individualized approach to learning, and strong parent partnerships.&nbsp; A tradition of excellence is the cornerstone of Clemente, which is driven by the commitment of families and the community.</span></p>  <p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">While rigorous academics are a top priority at Clemente, we also know that social-emotional development and personal growth are important to the overall education of our Lion student body. Our students start each day with a healthy breakfast and social-emotional learning to feed their bodies and minds. After school, there are extensive clubs, activities and sports that involve nearly the entire school.</span></p>  <p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">Clemente&rsquo;s inspiring teachers, staff, and administrators believe the greatest service we can provide our students is an education that equips them with the intellectual, emotional and social skills necessary to succeed in their post-elementary life.</span></p>  <p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">Clemente is part of the Acero Schools network. At Acero Schools, our mission is transforming minds through academic empowerment and success. We provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.<br />  </span></p>",Director,Matthew Wester,Assistant Principal,Vanessa Frye,2050 N NATCHEZ AVE,Chicago,Illinois,60707,3124555425,3124555456,https://www.cps.edu/schools/schoolprofiles/400120,http://rc.aceroschools.org,https://www.facebook.com/Clementeaceroschools,https://twitter.com/aceroschools,https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w,,TRUE,"K,1,2,3,4,5,6,7,8",K-8,464,362,80,218,32,421,4,0,0,0,0,1,2,4,There are 464 students enrolled at ACERO - CLEMENTE.  78% are Low Income Students.  17.2% are Diverse Learners.  47% are Limited English Learners.,The largest demographic at ACERO - CLEMENTE is Hispanic.  This demographic makes up 90.7% of the student population.  The second greatest demographic is Black at 6.9%.,TRUE,,Full Day,8:00 AM - 3:30 PM,,,7:45 AM,Spanish,TRUE,,TRUE,,,,,,,,,,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,,,,,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2012,,41.917952,-87.78783,POINT (-87.78783 41.917952),0,0,0
400121,9038,66134,ACERO - DE LA CRUZ,Acero Charter Schools - Sor Juana Inés de la Cruz,ES,TRUE,TRUE,TRUE,FALSE,"<p>Cruz is an arts academy serving 545 K-12 scholars. Our students have the opportunity to pursue their passion for both the creative and performing arts through courses in music, visual arts, theater, and dance.</p>  <p>Cruz offers:</p>  <p>-4 years of instruction in students&rsquo; art of choice, plus studio rehearsal classes</p>  <p>-Student choice of elective classes in science, literacy, languages and more</p>  <p>-Dual credit, Advanced Placement (AP), and Honors courses</p>  <p>-Close, supportive school community with a 7:1 student:teacher ratio</p>  <p>-Junior and senior classes dedicated to college preparation and application, as well as securing scholarships</p>  <p>-Restorative practices that support students' behavioral success</p>  <p>-Extracurricular programs + IHSA sports teams in the Lake Shore League</p>  <p>Cruz is part of the Acero Schools network. At Acero Schools, our mission is transforming minds through academic empowerment and success. We provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond and at the high school level for success in college and career.</p>",Director,Alyssa Dons,Assistant Principal,Lisa Amburgey,7416 N RIDGE AVE,Chicago,Illinois,60645,3124555440,3124555441,https://www.cps.edu/schools/schoolprofiles/400121,http://jc.aceroschools.org,https://www.facebook.com/cruzaceroschools/,https://twitter.com/ACEROSCHOOLS,https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w,,FALSE,"K,1,2,3,4,5,6,7,8,9,10,11,12",K-12,501,415,91,208,243,227,12,5,3,0,0,11,0,0,There are 501 students enrolled at ACERO - DE LA CRUZ.  82.8% are Low Income Students.  18.2% are Diverse Learners.  41.5% are Limited English Learners.,The largest demographic at ACERO - DE LA CRUZ is Black.  This demographic makes up 48.5% of the student population.  The second greatest demographic is Hispanic at 45.3%.,TRUE,,Full Day,8:00 AM-3:30 PM,8:00 AM-3:30 PM,3:30 PM-5:00 PM,7:45 AM,Spanish,TRUE,TRUE,TRUE,,,,,,,Red,,,,57.7,61.9,81.5,83.8,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Assistant Principal,Jim Fusco,,,,,,,,,Charter,TRUE,FALSE,FALSE,TRUE,7/1/2012,,42.016476,-87.684406,POINT (-87.684406 42.016476),0,0,0
400146,9605,66031,KIPP - ACADEMY,KIPP Academy Chicago Campus,ES,FALSE,TRUE,TRUE,FALSE,"KIPP&nbsp;Academy is&nbsp;a college prep school in the Austin neighborhood that&nbsp;prepares students in grades K-8 for success in high school, college, and life through longer school hours, outstanding instruction, and a focus on results.&nbsp;Our KIPP Forward program helps students apply to and enroll in excellent high schools, and&nbsp;continues to support KIPP graduates in high school and beyond to ensure they apply to, enroll in, and graduate from college.<br />",Director,Jarell Lee,Primary School Principal,Jarell Lee,4818 W OHIO ST,Chicago,Illinois,60644,7739388553,7732874548,https://www.cps.edu/schools/schoolprofiles/400146,https://www.kippchicago.org,https://www.facebook.com/KIPPChicagoSchools/,,,,FALSE,"K,1,2,3,4,5,6,7,8",K-8,669,512,97,27,541,51,2,0,1,0,0,1,0,73,There are 669 students enrolled at KIPP - ACADEMY.  76.5% are Low Income Students.  14.5% are Diverse Learners.  4% are Limited English Learners.,The largest demographic at KIPP - ACADEMY is Black.  This demographic makes up 80.9% of the student population.  The second greatest demographic is Other at 11%.,TRUE,,Full Day,7:45 AM - 3:30 PM,,3:45pm-4:45pm,,,TRUE,,TRUE,,,,,,,Green,,,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Middle School Principal,Camille Allen,,,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2012,,41.891816,-87.746614,POINT (-87.746614 41.891816),0,0,0
400151,9608,66566,LEARN - 7,L.E.A.R.N. Charter School - 7th Campus,ES,FALSE,FALSE,TRUE,FALSE,"LEARN creates an intimate, resource-rich environment where students receive a high level of attention and support to meet individual academic needs. Both the overall size of the schools and the individual classrooms are kept small to maintain the intimate feel critical to creating a family environment.",Director,Kisha Briggs,,,3021 W CARROLL AVE,Chicago,Illinois,60612,7735844300,7738267918,https://www.cps.edu/schools/schoolprofiles/400151,http://www.learncharter.org,https://www.facebook.com/LEARNSeven/,https://twitter.com/LEARNCharters,,,FALSE,"K,1,2,3,4,5",K-5,151,106,18,0,145,4,0,0,1,0,0,0,0,1,There are 151 students enrolled at LEARN - 7.  70.2% are Low Income Students.  11.9% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at LEARN - 7 is Black.  This demographic makes up 96% of the student population.  The second greatest demographic is Hispanic at 2.6%.,TRUE,,Full Day,8:30 AM - 4:00 PM,,4:00 PM to 6:00 PM,8:00 AM,,FALSE,,TRUE,,,,,,"52, 94, 66, 65",Green,Union Pacific West (UP-W),,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,,,,,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2013,,41.88741,-87.701397,POINT (-87.701397 41.88741),0,0,0
400153,9610,66602,ACERO - BRIGHTON PARK,Acero Charter Schools - Brighton Park,ES,FALSE,TRUE,TRUE,FALSE,"<p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">Acero Brighton Park, opened in 2013, serves nearly 535 students from kindergarten to eighth grade.&nbsp;</span></p>  <p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">Our goal at Acero Brighton Park is to immerse scholars in a creative, culturally-diverse reading development program that extends to our other core content classes, all while remaining focused on our care for culture and community. We focus on cracking the reading code in our K-3 classrooms before transitioning to our 4-8 ELA program that immerses our older students in novel study units that focus on complex characters across various genres.&nbsp;</span></p>  <p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">B<span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">righton Park prides itself on a rigorous curriculum, an individualized approach to learning and strong parent partnerships. In addition to basketball, flag football, soccer, and volleyball athletic opportunities, scholars may also participate in art club, chess club and additional tutoring programs. Brighton Park also prioritizes 8 annual learning opportunities out of the core curriculum, including a unique Ozark Science Camp opportunity for 4th grade scholars in Arkansas.</span></span></p>  <p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">Recognizing that literacy development is a key component of academic progress, Brighton Park hosts a family event each quarter to promote parents&rsquo; engagement in their child&rsquo;s literacy and math development that connects parents to the school community. We also showcase our creative arts program with an annual Art and Music Showcase in the spring.</span></p>  <p><span style=""color: #000000; font-family: Times New Roman; font-size: 16px;"">Brighton Park is part of the Acero Schools network. At Acero Schools, our mission is transforming minds through academic empowerment and success. We provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.<br />  </span></p>",Director,Christopher Forst,Assistant Principal,Erin Theiss,4420 S FAIRFIELD AVE,Chicago,Illinois,60632,3124555434,3124555435,https://www.cps.edu/schools/schoolprofiles/400153,http://bp.aceroschools.org,https://www.facebook.com/BrightonParkAceroSchools,https://twitter.com/aceroschools,https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w,,FALSE,"K,1,2,3,4,5,6,7,8",K-8,464,384,62,264,4,460,0,0,0,0,0,0,0,0,There are 464 students enrolled at ACERO - BRIGHTON PARK.  82.8% are Low Income Students.  13.4% are Diverse Learners.  56.9% are Limited English Learners.,The largest demographic at ACERO - BRIGHTON PARK is Hispanic.  This demographic makes up 99.1% of the student population.  The second greatest demographic is Black at 0.9%.,TRUE,,Full Day,8:00 AM - 3:30 PM,,,7:30 AM,Spanish,TRUE,,TRUE,,,,,,,,,,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,,,,,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2013,,41.813109,-87.693238,POINT (-87.693238 41.813109),0,0,0
400159,9616,66661,CHRISTOPHER HOUSE,Christopher House Charter School,ES,FALSE,TRUE,TRUE,TRUE,&nbsp;,Director,Arturo Abrego,"Assistant Principal, Case Manager",Melissa Carlon,5235 W BELDEN AVE,Chicago,Illinois,60639,7739227542,7739227559,https://www.cps.edu/schools/schoolprofiles/400159,https://christopherhouse.org,https://www.facebook.com/ChristopherHouseChicago,https://twitter.com/chousechicago,,,FALSE,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",426,294,68,177,11,408,5,0,0,0,0,0,1,1,There are 426 students enrolled at CHRISTOPHER HOUSE.  69% are Low Income Students.  16% are Diverse Learners.  41.5% are Limited English Learners.,The largest demographic at CHRISTOPHER HOUSE is Hispanic.  This demographic makes up 95.8% of the student population.  The second greatest demographic is Black at 2.6%.,FALSE,,Full Day,7:45 AM - 3:15 PM,,,,Spanish,TRUE,FALSE,TRUE,,,,,,,"Blue,Green",,,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Office Manager,Rose Sandoval,Secretary,Cindy Jimenez,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2013,,41.922181,-87.757522,POINT (-87.757522 41.922181),0,0,0
400163,9627,66931,KIPP - BLOOM,KIPP Chicago Charter School - KIPP Bloom,ES,FALSE,TRUE,TRUE,FALSE,"KIPP Bloom is a&nbsp;school in the Englewood neighborhood serving students in&nbsp;grades K-8. The mission of KIPP Bloom is to ensure our scholars develop the academic and character strengths to thrive in Chicago's best high schools, graduate from our nation&rsquo;s best colleges, and lead happy, peaceful lives. To achieve this mission, we provide our scholars daily, individual academic support, great teachers who effectively integrate technology to maximize learning, community and co-curricular programs in the arts and sciences, and a culture that encourages all of our &ldquo;team and family&rdquo; to bloom into their best selves. Our KIPP Forward program helps students apply to and enroll in excellent high schools, and continues to support KIPP graduates in high school and beyond to ensure they apply to, enroll in, and graduate from college.",Director,Tessa Catlett,Primary School Principal,Tessa Catlett,5515 S LOWE AVE,Chicago,Illinois,60621,7739388565,7737836910,https://www.cps.edu/schools/schoolprofiles/400163,https://www.kippchicago.org,https://www.facebook.com/KIPPChicagoSchools/,,,,FALSE,"K,1,2,3,4,5,6,7,8",K-8,919,758,117,10,844,22,2,0,3,0,0,4,0,44,There are 919 students enrolled at KIPP - BLOOM.  82.5% are Low Income Students.  12.7% are Diverse Learners.  1.1% are Limited English Learners.,The largest demographic at KIPP - BLOOM is Black.  This demographic makes up 91.8% of the student population.  The second greatest demographic is Other at 5.2%.,TRUE,,Full Day,7:45 AM - 3:30 PM,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,,,,,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2013,,41.793556,-87.639967,POINT (-87.639967 41.793556),0,0,0
400165,9629,66567,LEARN - MIDDLE,L.E.A.R.N. - Middle School Campus,ES,FALSE,TRUE,TRUE,FALSE,"LEARN creates an intimate, resource-rich environment where students receive a high level of attention and support to meet individual academic needs. Both the overall size of the schools and the individual classrooms are kept small to maintain the intimate feel critical to creating a family environment.",Director,JANELLE HATCH-MILLER,Assistant Principal,Cameron Brown,3021 W CARROLL AVE,Chicago,Illinois,60612,7735844300,7738267933,https://www.cps.edu/schools/schoolprofiles/400165,http://www.learncharter.org,https://www.facebook.com/LEARNCharters/,https://twitter.com/LEARNCharters,,,FALSE,"6,7,8",8-Jun,187,169,25,2,173,13,0,0,0,0,0,0,0,1,There are 187 students enrolled at LEARN - MIDDLE.  90.4% are Low Income Students.  13.4% are Diverse Learners.  1.1% are Limited English Learners.,The largest demographic at LEARN - MIDDLE is Black.  This demographic makes up 92.5% of the student population.  The second greatest demographic is Hispanic at 7%.,TRUE,,,8:30 AM,,4:00 PM - 6:00 PM,4:00 PM,,,,TRUE,,,,,,,,,,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,Office Manager,Kelli S Moore,,,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2013,,41.887413,-87.702704,POINT (-87.702704 41.887413),0,0,0
400167,9642,63181,HORIZON - SOUTHWEST,Horizon Science Academy Southwest Chicago Charter,ES,TRUE,TRUE,TRUE,FALSE,"Horizon Science Academy Southwest Chicago Charter School (HSA-Southwest Chicago) is a college preparatory charter public school with STEM (Science, Technology, Engineering, and Math) focus.<br />  <style>      .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}  </style>  <style>      .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}  </style>",Director,Stephen Anthony Palmerin,,,5401 S WESTERN AVE,Chicago,Illinois,60609,7734983355,7734984984,https://www.cps.edu/schools/schoolprofiles/400167,https://www.hsaswchicago.org,,https://twitter.com/hsaswchicago,,,FALSE,"K,1,2,3,4,5,6,7,8,9,10,11,12",K-12,764,625,88,226,198,550,15,0,0,0,0,1,0,0,There are 764 students enrolled at HORIZON - SOUTHWEST.  81.8% are Low Income Students.  11.5% are Diverse Learners.  29.6% are Limited English Learners.,The largest demographic at HORIZON - SOUTHWEST is Hispanic.  This demographic makes up 72% of the student population.  The second greatest demographic is Black at 25.9%.,TRUE,,Full Day,8:00 AM - 4:00 PM,,3:10 - 6:00 PM,7:00 AM,,TRUE,,TRUE,,,,,,,,,,,58.6,61.9,85.1,83.8,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,,,,,,,,,,,Charter,TRUE,FALSE,FALSE,TRUE,7/1/2014,,41.795201,-87.683963,POINT (-87.683963 41.795201),0,0,0
400168,9643,66951,GREAT LAKES,Great Lakes Academy Charter School,ES,FALSE,TRUE,TRUE,FALSE,"The Great Lakes Academy mission is to prepare all of our students with the fundamental academic skills, critical thinking ability, and strength of character to excel in high school, college, and a career of their choice. We empower all of our students with the education today that they will need to change the world tomorrow.<br />",Director,Joshua Miller,Chief Operating Officer,Michael Mesterharm,8401 S SAGINAW AVE,Chicago,Illinois,60617,7735303040,2243042218,https://www.cps.edu/schools/schoolprofiles/400168,http://www.glachicago.org/,https://www.facebook.com/GreatLakesAcademyCharterSchool,https://twitter.com/GLAChicago,,,FALSE,"K,1,2,3,4,5,6,7,8",K-8,536,414,65,27,488,38,2,0,1,0,0,7,0,0,There are 536 students enrolled at GREAT LAKES.  77.2% are Low Income Students.  12.1% are Diverse Learners.  5% are Limited English Learners.,The largest demographic at GREAT LAKES is Black.  This demographic makes up 91% of the student population.  The second greatest demographic is Hispanic at 7.1%.,TRUE,,Full Day,7:45 am-3:15 pm (M-Th) and 7:45-1:45 pm (F),,3:15 pm - 5:00 pm (M-Th),7:00 AM,,FALSE,,TRUE,,,,,,,,,,,,,,,NOT APPLICABLE,"Due to the effects of COVID-19, there is no school rating for SY 2022. Visit the <a href = 'https://www.cps.edu/strategic-initiatives/accountability-redesign/' target = '_blank'>Accountability Redesign page</a> for more information on how the district is redesigning its accountability system.","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2022-2023,,,,,,,,,,,Charter,FALSE,FALSE,FALSE,FALSE,7/1/2014,,41.742671,-87.559907,POINT (-87.559907 41.742671),0,0,0
